geo_id,tract,total_18_to_64_2018_ALL,total_18_to_64_2018_BLACK,total_18_to_64_2018_LATINX,total_18_to_64_2018_WHITE,percent_18_to_64_2018_BLACK,percent_18_to_64_2018_LATINX,percent_18_to_64_2018_WHITE,total_18_to_over_2018_ALL,total_18_to_over_2018_BLACK,total_18_to_over_2018_LATINX,total_18_to_over_2018_WHITE,percent_18_to_over_2018_BLACK,percent_18_to_over_2018_LATINX,percent_18_to_over_2018_WHITE,total_assoc_to_higher_2018_ALL,percent_assoc_to_higher_2018_ALL,total_bach_to_higher_2018_ALL,total_bach_to_higher_2018_BLACK,total_bach_to_higher_2018_LATINX,total_bach_to_higher_2018_WHITE,percent_bach_to_higher_2018_ALL,percent_bach_to_higher_2018_BLACK,percent_bach_to_higher_2018_LATINX,percent_bach_to_higher_2018_WHITE, median_income_all_2018 , median_income_black_2018 , median_income_latinx_2018 , median_income_white_2018 ,totalbelowpov_18_to_64_2018,totalbelowpov_black_2018,totalbelowpov_latinx_2018,totalbelowpov_white_2018,pctbelowpov_18_to_64_2018,pctbelowpov_black_2018,pctbelowpov_latinx_2018,pctbelowpov_white_2018
1400000US48201240100,"Census Tract 2401, Harris County, Texas",2412,783,1103,276,32.5%,45.7%,11.4%,2554,800,1198,300,31.3%,46.9%,11.7%,356,16.4%,179,93,47,49,8.3%,52.0%,26.3%,27.4%," $ 31,667.00 "," $ 24,300.00 "," $ 34,700.00 "," $ 35,903.00 ",505,309,437,160,20.9%,33.0%,22.0%,36.0%
1400000US48201250100,"Census Tract 2501, Harris County, Texas",6027,2222,2581,967,36.9%,42.8%,16.0%,6862,2552,2718,1287,37.2%,39.6%,18.8%,1217,19.6%,917,279,277,320,14.8%,30.4%,30.2%,34.9%," $ 76,579.00 "," $ 65,102.00 "," $ 79,286.00 "," $ 113,688.00 ",731,497,150,42,12.1%,15.3%,4.0%,3.0%
1400000US48201250200,"Census Tract 2502, Harris County, Texas",6230,2496,3123,624,40.1%,50.1%,10.0%,6907,2920,3285,700,42.3%,47.6%,10.1%,997,17.2%,469,142,241,56,8.1%,30.3%,51.4%,11.9%," $ 61,474.00 "," $ 60,625.00 "," $ 56,034.00 "," $ 86,029.00 ",749,376,1349,163,12.0%,8.5%,26.3%,15.0%
1400000US48201250900,"Census Tract 2509, Harris County, Texas",5769,98,444,4971,1.7%,7.7%,86.2%,7337,132,536,6375,1.8%,7.3%,86.9%,4866,75.5%,4438,18,231,3999,68.9%,0.4%,5.2%,90.1%," $ 137,625.00 ", - , - ," $ 140,461.00 ",119,0,18,213,2.1%,0.0%,2.1%,2.5%
1400000US48201251100,"Census Tract 2511, Harris County, Texas",4457,200,798,3376,4.5%,17.9%,75.7%,5769,202,858,4590,3.5%,14.9%,79.6%,2531,49.8%,2102,64,193,1800,41.4%,3.0%,9.2%,85.6%," $ 80,557.00 ", - ," $ 62,620.00 "," $ 87,431.00 ",236,4,173,160,5.3%,1.2%,12.0%,2.9%
1400000US48201251300,"Census Tract 2513, Harris County, Texas",3991,107,519,3225,2.7%,13.0%,80.8%,5397,135,624,4479,2.5%,11.6%,83.0%,2672,52.7%,2239,71,175,1974,44.2%,3.2%,7.8%,88.2%," $ 86,355.00 ", - ," $ 87,008.00 "," $ 86,875.00 ",26,0,0,27,0.7%,0.0%,0.0%,0.5%
1400000US48201251700,"Census Tract 2517, Harris County, Texas",4851,91,770,3924,1.9%,15.9%,80.9%,5965,91,860,4932,1.5%,14.4%,82.7%,1018,18.4%,570,0,0,534,10.3%,0.0%,0.0%,93.7%," $ 56,129.00 ", - ," $ 31,885.00 "," $ 60,707.00 ",561,110,279,395,11.6%,69.6%,20.0%,6.0%
1400000US48201254200,"Census Tract 2542, Harris County, Texas",1598,92,1185,289,5.8%,74.2%,18.1%,1881,118,1351,374,6.3%,71.8%,19.9%,149,9.5%,75,0,49,26,4.8%,0.0%,65.3%,34.7%," $ 47,202.00 "," $ 43,478.00 "," $ 50,833.00 "," $ 46,771.00 ",373,66,458,169,23.3%,39.8%,22.8%,40.0%
1400000US48201311200,"Census Tract 3112, Harris County, Texas",2981,95,2655,221,3.2%,89.1%,7.4%,3634,111,3112,401,3.1%,85.6%,11.0%,393,12.3%,247,10,158,79,7.7%,4.0%,64.0%,32.0%," $ 37,500.00 "," $ 10,855.00 "," $ 41,143.00 "," $ 31,481.00 ",675,77,1211,61,22.6%,69.4%,28.0%,14.2%
1400000US48201312100,"Census Tract 3121, Harris County, Texas",3870,916,547,1470,23.7%,14.1%,38.0%,3870,916,547,1470,23.7%,14.1%,38.0%,136,51.0%,136,7,18,55,51.0%,5.1%,13.2%,40.4%, - , - , - , - ,0,0,0,0,-,-,-,-
1400000US48201313200,"Census Tract 3132, Harris County, Texas",2647,1879,147,449,71.0%,5.6%,17.0%,3351,2513,159,506,75.0%,4.7%,15.1%,1660,57.0%,1556,1119,66,284,53.4%,71.9%,4.2%,18.3%," $ 57,240.00 "," $ 49,738.00 "," $ 33,594.00 "," $ 115,714.00 ",528,551,86,35,20.1%,18.3%,41.7%,6.4%
1400000US48201320900,"Census Tract 3209, Harris County, Texas",4358,334,3625,332,7.7%,83.2%,7.6%,5046,334,4113,532,6.6%,81.5%,10.5%,488,12.6%,331,47,241,15,8.5%,14.2%,72.8%,4.5%," $ 44,494.00 ", - ," $ 44,523.00 ", - ,757,4,1588,123,17.4%,1.0%,25.6%,20.8%
1400000US48201452500,"Census Tract 4525, Harris County, Texas",4633,1056,2080,326,22.8%,44.9%,7.0%,5478,1211,2299,482,22.1%,42.0%,8.8%,1157,25.5%,880,166,102,247,19.4%,18.9%,11.6%,28.1%," $ 32,938.00 "," $ 24,981.00 "," $ 32,095.00 "," $ 39,315.00 ",835,441,1032,19,18.0%,24.7%,29.7%,3.8%
1400000US48201454100,"Census Tract 4541, Harris County, Texas",2681,1194,809,300,44.5%,30.2%,11.2%,3122,1250,905,504,40.0%,29.0%,16.1%,1023,38.4%,938,310,149,236,35.2%,33.0%,15.9%,25.2%," $ 62,873.00 "," $ 56,674.00 "," $ 69,844.00 "," $ 73,654.00 ",40,0,33,7,1.5%,0.0%,2.5%,1.3%
1400000US48201454200,"Census Tract 4542, Harris County, Texas",2985,1074,1360,446,36.0%,45.6%,14.9%,3486,1189,1486,683,34.1%,42.6%,19.6%,880,28.6%,738,312,71,284,24.0%,42.3%,9.6%,38.5%," $ 69,423.00 "," $ 92,188.00 "," $ 67,396.00 "," $ 72,738.00 ",165,40,292,13,5.5%,2.6%,14.5%,1.6%
1400000US48201454900,"Census Tract 4549, Harris County, Texas",7555,295,1971,3649,3.9%,26.1%,48.3%,8563,316,2196,4014,3.7%,25.6%,46.9%,4582,62.0%,3938,173,586,2173,53.3%,4.4%,14.9%,55.2%," $ 105,621.00 "," $ 67,922.00 "," $ 78,415.00 "," $ 121,711.00 ",218,0,157,143,2.9%,0.0%,5.3%,2.4%
1400000US48201510400,"Census Tract 5104, Harris County, Texas",2794,1,377,2223,0.0%,13.5%,79.6%,3126,1,462,2470,0.0%,14.8%,79.0%,2385,78.0%,2157,0,150,1916,70.5%,0.0%,7.0%,88.8%," $ 91,771.00 ", - ," $ 51,774.00 "," $ 99,920.00 ",113,0,145,64,4.1%,-,24.8%,2.1%
1400000US48201511600,"Census Tract 5116, Harris County, Texas",2617,99,1497,932,3.8%,57.2%,35.6%,3050,99,1901,952,3.2%,62.3%,31.2%,1010,37.2%,911,39,218,597,33.6%,4.3%,23.9%,65.5%," $ 54,167.00 ", - ," $ 35,000.00 "," $ 91,938.00 ",408,29,621,11,15.6%,29.3%,26.7%,1.1%
1400000US48201520200,"Census Tract 5202, Harris County, Texas",2145,323,491,1186,15.1%,22.9%,55.3%,2628,332,652,1446,12.6%,24.8%,55.0%,1471,60.1%,1400,33,221,1021,57.2%,2.4%,15.8%,72.9%," $ 85,156.00 "," $ 71,694.00 "," $ 33,598.00 "," $ 142,368.00 ",95,14,115,66,4.4%,3.5%,15.7%,3.4%
1400000US48201521500,"Census Tract 5215, Harris County, Texas",3886,81,2499,1023,2.1%,64.3%,26.3%,4495,106,2666,1347,2.4%,59.3%,30.0%,1081,27.9%,904,42,295,450,23.3%,4.6%,32.6%,49.8%," $ 64,647.00 "," $ 70,577.00 "," $ 57,059.00 "," $ 77,159.00 ",713,25,1307,49,18.3%,20.8%,32.8%,3.3%
1400000US48201521600,"Census Tract 5216, Harris County, Texas",2261,358,1607,279,15.8%,71.1%,12.3%,2564,434,1738,367,16.9%,67.8%,14.3%,335,15.3%,295,83,58,154,13.5%,28.1%,19.7%,52.2%," $ 48,966.00 "," $ 58,333.00 "," $ 47,070.00 "," $ 33,750.00 ",232,28,433,40,10.3%,5.5%,17.6%,7.9%
1400000US48201530300,"Census Tract 5303, Harris County, Texas",1496,757,652,75,50.6%,43.6%,5.0%,1839,1055,695,77,57.4%,37.8%,4.2%,290,16.9%,180,114,19,47,10.5%,63.3%,10.6%,26.1%," $ 24,632.00 "," $ 17,337.00 "," $ 32,500.00 ", - ,442,476,408,4,29.5%,38.3%,40.2%,4.7%
1400000US48201530400,"Census Tract 5304, Harris County, Texas",1778,891,840,68,50.1%,47.2%,3.8%,2195,1206,935,75,54.9%,42.6%,3.4%,316,15.7%,244,199,10,35,12.1%,81.6%,4.1%,14.3%," $ 27,181.00 "," $ 24,455.00 "," $ 31,875.00 ", - ,475,421,403,45,26.7%,32.2%,26.3%,60.0%
1400000US48201530600,"Census Tract 5306, Harris County, Texas",2252,468,1462,333,20.8%,64.9%,14.8%,2507,563,1526,426,22.5%,60.9%,17.0%,555,25.9%,432,43,212,177,20.2%,10.0%,49.1%,41.0%," $ 31,944.00 ", - ," $ 40,349.00 ", - ,996,187,1289,152,45.0%,29.4%,51.9%,39.7%
1400000US48201531300,"Census Tract 5313, Harris County, Texas",4053,460,2445,1024,11.3%,60.3%,25.3%,4525,460,2603,1338,10.2%,57.5%,29.6%,1168,29.9%,857,99,332,426,21.9%,11.6%,38.7%,49.7%," $ 36,000.00 "," $ 63,199.00 "," $ 29,091.00 "," $ 48,092.00 ",1107,41,1606,269,27.3%,7.9%,38.0%,18.4%
1400000US48201540200,"Census Tract 5402, Harris County, Texas",1823,190,1245,316,10.4%,68.3%,17.3%,2104,217,1360,418,10.3%,64.6%,19.9%,326,17.3%,234,0,103,99,12.4%,0.0%,44.0%,42.3%," $ 57,959.00 ", - ," $ 60,735.00 "," $ 67,750.00 ",110,40,113,17,6.0%,13.2%,6.6%,3.5%
1400000US48201531200,"Census Tract 5312, Harris County, Texas",2478,286,906,1229,11.5%,36.6%,49.6%,2926,313,1045,1491,10.7%,35.7%,51.0%,1289,50.1%,1117,52,156,816,43.4%,4.7%,14.0%,73.1%," $ 70,208.00 "," $ 32,028.00 "," $ 50,732.00 "," $ 88,929.00 ",192,19,272,42,7.7%,5.3%,17.8%,2.6%
1400000US48201534100,"Census Tract 5341, Harris County, Texas",5168,788,2560,730,15.2%,49.5%,14.1%,5989,926,2882,825,15.5%,48.1%,13.8%,1456,27.3%,1154,160,330,280,21.6%,13.9%,28.6%,24.3%," $ 75,089.00 "," $ 86,989.00 "," $ 64,837.00 "," $ 51,500.00 ",844,200,1736,150,16.4%,19.4%,36.7%,15.2%
1400000US48201540700,"Census Tract 5407, Harris County, Texas",4654,357,2051,1454,7.7%,44.1%,31.2%,5484,405,2210,1986,7.4%,40.3%,36.2%,1917,42.1%,1622,120,200,883,35.6%,7.4%,12.3%,54.4%," $ 87,049.00 "," $ 103,519.00 "," $ 64,621.00 "," $ 119,132.00 ",415,3,550,32,8.9%,0.6%,17.5%,1.3%
1400000US48201540800,"Census Tract 5408, Harris County, Texas",4758,534,2902,809,11.2%,61.0%,17.0%,5164,551,2955,1036,10.7%,57.2%,20.1%,1169,26.8%,777,183,171,251,17.8%,23.6%,22.0%,32.3%," $ 57,429.00 "," $ 51,528.00 "," $ 57,704.00 "," $ 56,667.00 ",447,211,612,80,9.4%,26.3%,13.8%,6.4%
1400000US48201541100,"Census Tract 5411, Harris County, Texas",4519,481,1010,2373,10.6%,22.4%,52.5%,5401,573,1204,2906,10.6%,22.3%,53.8%,2484,51.6%,2110,209,321,1302,43.8%,9.9%,15.2%,61.7%," $ 99,334.00 ", - ," $ 112,261.00 "," $ 99,393.00 ",334,42,215,198,7.4%,6.7%,14.2%,4.9%
1400000US48201541300,"Census Tract 5413, Harris County, Texas",8273,1453,4727,1275,17.6%,57.1%,15.4%,8919,1487,4949,1575,16.7%,55.5%,17.7%,1745,23.3%,1294,426,309,297,17.3%,32.9%,23.9%,23.0%," $ 63,775.00 "," $ 66,813.00 "," $ 56,471.00 "," $ 65,809.00 ",1030,513,886,44,12.5%,28.3%,11.4%,2.4%
1400000US48201320800,"Census Tract 3208, Harris County, Texas",3033,9,2855,144,0.3%,94.1%,4.7%,3591,9,3283,274,0.3%,91.4%,7.6%,344,11.4%,251,9,210,21,8.3%,3.6%,83.7%,8.4%," $ 43,598.00 ", - ," $ 43,624.00 "," $ 60,938.00 ",619,0,1049,36,20.5%,0.0%,21.8%,12.0%
1400000US48201321200,"Census Tract 3212, Harris County, Texas",2179,209,1752,218,9.6%,80.4%,10.0%,2390,209,1857,288,8.7%,77.7%,12.1%,177,8.9%,150,40,68,27,7.5%,26.7%,45.3%,18.0%," $ 30,167.00 ", - ," $ 37,550.00 "," $ 23,375.00 ",754,260,1082,181,34.6%,61.5%,37.8%,45.7%
1400000US48201321600,"Census Tract 3216, Harris County, Texas",4163,60,3538,504,1.4%,85.0%,12.1%,4715,60,3797,782,1.3%,80.5%,16.6%,779,19.0%,396,0,193,184,9.6%,0.0%,48.7%,46.5%," $ 63,011.00 ", - ," $ 63,125.00 "," $ 70,063.00 ",254,73,385,55,6.1%,66.4%,6.6%,6.8%
1400000US48201322900,"Census Tract 3229, Harris County, Texas",2340,0,2032,293,0.0%,86.8%,12.5%,2638,0,2258,365,0.0%,85.6%,13.8%,86,4.0%,60,0,47,13,2.8%,0.0%,78.3%,21.7%," $ 56,488.00 ", - ," $ 61,109.00 "," $ 38,654.00 ",358,0,545,76,15.3%,-,15.4%,19.2%
1400000US48201323100,"Census Tract 3231, Harris County, Texas",2042,223,1585,231,10.9%,77.6%,11.3%,2303,242,1764,294,10.5%,76.6%,12.8%,201,10.2%,126,0,87,27,6.4%,0.0%,69.0%,21.4%," $ 31,710.00 "," $ 42,500.00 "," $ 30,833.00 "," $ 30,938.00 ",494,178,833,51,24.2%,39.3%,27.6%,14.5%
1400000US48201332800,"Census Tract 3328, Harris County, Texas",2948,374,2501,108,12.7%,84.8%,3.7%,3424,485,2786,188,14.2%,81.4%,5.5%,191,6.7%,103,9,79,15,3.6%,8.7%,76.7%,14.6%," $ 28,602.00 "," $ 11,289.00 "," $ 32,941.00 "," $ 18,456.00 ",837,420,1025,93,28.6%,77.6%,25.6%,50.8%
1400000US48201322800,"Census Tract 3228, Harris County, Texas",4007,0,3622,347,0.0%,90.4%,8.7%,4564,0,3956,550,0.0%,86.7%,12.1%,337,8.6%,144,0,72,14,3.7%,0.0%,50.0%,9.7%," $ 54,006.00 ", - ," $ 60,472.00 "," $ 35,844.00 ",712,0,1076,83,17.8%,-,18.5%,12.7%
1400000US48201330900,"Census Tract 3309, Harris County, Texas",7709,3745,2878,767,48.6%,37.3%,9.9%,8255,4074,2981,856,49.4%,36.1%,10.4%,2927,40.7%,2383,1240,357,456,33.1%,52.0%,15.0%,19.1%," $ 53,250.00 "," $ 52,571.00 "," $ 35,929.00 "," $ 73,672.00 ",1585,514,2733,153,20.6%,9.4%,54.7%,14.7%
1400000US48201332500,"Census Tract 3325, Harris County, Texas",1881,853,969,41,45.3%,51.5%,2.2%,2492,1248,1107,119,50.1%,44.4%,4.8%,278,12.6%,221,176,8,37,10.0%,79.6%,3.6%,16.7%," $ 37,500.00 "," $ 30,357.00 "," $ 42,125.00 ", - ,425,457,182,40,22.6%,33.1%,11.4%,33.6%
1400000US48201341100,"Census Tract 3411, Harris County, Texas",3133,355,1184,1288,11.3%,37.8%,41.1%,3479,393,1232,1529,11.3%,35.4%,43.9%,1047,36.0%,870,102,189,487,29.9%,11.7%,21.7%,56.0%," $ 57,527.00 "," $ 69,712.00 "," $ 56,129.00 "," $ 55,139.00 ",340,32,337,65,11.0%,5.9%,22.7%,3.9%
1400000US48201341400,"Census Tract 3414, Harris County, Texas",3069,133,328,2470,4.3%,10.7%,80.5%,3919,165,346,3234,4.2%,8.8%,82.5%,2297,65.3%,1970,92,110,1651,56.0%,4.7%,5.6%,83.8%," $ 115,179.00 "," $ 73,015.00 "," $ 101,406.00 "," $ 127,434.00 ",167,59,56,118,5.4%,29.6%,12.8%,2.9%
1400000US48201341600,"Census Tract 3416, Harris County, Texas",4095,289,840,2762,7.1%,20.5%,67.4%,4969,340,940,3400,6.8%,18.9%,68.4%,1996,45.0%,1379,69,169,1051,31.1%,5.0%,12.3%,76.2%," $ 90,268.00 ", - ," $ 78,125.00 "," $ 94,510.00 ",451,119,329,309,11.0%,31.9%,24.5%,7.1%
1400000US48291700200,"Census Tract 7002, Liberty County, Texas",2145,862,350,923,40.2%,16.3%,43.0%,2560,1012,370,1168,39.5%,14.5%,45.6%,206,8.9%,95,23,0,72,4.1%,24.2%,0.0%,75.8%," $ 32,252.00 "," $ 32,222.00 "," $ 31,389.00 "," $ 32,358.00 ",170,153,132,130,10.6%,14.1%,41.4%,10.7%
1400000US48291701000,"Census Tract 7010, Liberty County, Texas",4750,259,2171,2258,5.5%,45.7%,47.5%,5146,302,2233,2549,5.9%,43.4%,49.5%,506,11.7%,302,53,115,134,7.0%,17.5%,38.1%,44.4%," $ 54,082.00 "," $ 77,019.00 "," $ 59,926.00 "," $ 50,268.00 ",516,0,415,460,10.9%,0.0%,11.3%,13.9%
1400000US48291700500,"Census Tract 7005, Liberty County, Texas",1625,25,212,1377,1.5%,13.0%,84.7%,2017,55,218,1733,2.7%,10.8%,85.9%,327,18.2%,135,16,12,107,7.5%,11.9%,8.9%,79.3%," $ 59,292.00 ", - , - ," $ 66,371.00 ",302,6,163,363,18.6%,9.8%,43.2%,16.2%
1400000US48291700600,"Census Tract 7006, Liberty County, Texas",1262,128,205,929,10.1%,16.2%,73.6%,2014,182,297,1535,9.0%,14.7%,76.2%,254,13.0%,192,31,49,112,9.8%,16.1%,25.5%,58.3%," $ 33,361.00 ", - ," $ 21,689.00 "," $ 35,375.00 ",258,21,200,340,20.4%,10.4%,35.8%,18.6%
1400000US48291701400,"Census Tract 7014, Liberty County, Texas",5023,940,1000,2929,18.7%,19.9%,58.3%,6031,1328,1150,3339,22.0%,19.1%,55.4%,921,18.2%,554,62,87,399,11.0%,11.2%,15.7%,72.0%," $ 55,049.00 "," $ 40,089.00 "," $ 51,216.00 "," $ 62,569.00 ",574,489,237,233,12.2%,33.1%,12.0%,5.8%
1400000US48291700400,"Census Tract 7004, Liberty County, Texas",4126,164,503,3459,4.0%,12.2%,83.8%,5285,164,503,4583,3.1%,9.5%,86.7%,941,19.8%,638,0,67,571,13.4%,0.0%,10.5%,89.5%," $ 49,723.00 ", - , - ," $ 53,440.00 ",793,504,128,1074,19.2%,100.0%,13.3%,17.5%
1400000US48291700800,"Census Tract 7008, Liberty County, Texas",5530,463,631,4281,8.4%,11.4%,77.4%,6937,495,708,5571,7.1%,10.2%,80.3%,806,13.2%,543,0,0,524,8.9%,0.0%,0.0%,96.5%," $ 47,182.00 "," $ 120,286.00 "," $ 40,143.00 "," $ 46,969.00 ",467,0,227,403,8.5%,0.0%,25.4%,6.0%
1400000US48291701200,"Census Tract 7012, Liberty County, Texas",3564,576,674,2231,16.2%,18.9%,62.6%,4510,580,679,3130,12.9%,15.1%,69.4%,875,22.2%,621,0,0,566,15.8%,0.0%,0.0%,91.1%," $ 58,015.00 ", - ," $ 54,764.00 "," $ 57,680.00 ",307,18,217,659,8.8%,3.2%,17.9%,15.2%
1400000US48291700100,"Census Tract 7001, Liberty County, Texas",2314,103,980,1204,4.5%,42.4%,52.0%,2789,144,1015,1602,5.2%,36.4%,57.4%,267,10.6%,139,17,8,114,5.5%,12.2%,5.8%,82.0%," $ 41,411.00 ", - ," $ 38,173.00 "," $ 40,844.00 ",369,0,359,368,15.9%,0.0%,19.8%,18.2%
1400000US48291700300,"Census Tract 7003, Liberty County, Texas",6177,94,1706,4359,1.5%,27.6%,70.6%,7349,94,1857,5318,1.3%,25.3%,72.4%,927,14.7%,696,31,58,560,11.0%,4.5%,8.3%,80.5%," $ 41,872.00 ", - ," $ 40,396.00 "," $ 44,643.00 ",891,7,743,1197,14.4%,7.4%,21.5%,16.8%
1400000US48291700900,"Census Tract 7009, Liberty County, Texas",7424,1593,2178,3574,21.5%,29.3%,48.1%,7781,1619,2187,3888,20.8%,28.1%,50.0%,524,7.8%,317,84,27,201,4.7%,26.5%,8.5%,63.4%," $ 71,250.00 ", - ," $ 73,021.00 "," $ 70,513.00 ",170,0,0,250,11.4%,0.0%,0.0%,15.3%
1400000US48291700700,"Census Tract 7007, Liberty County, Texas",1229,103,123,972,8.4%,10.0%,79.1%,1621,118,123,1345,7.3%,7.6%,83.0%,255,17.9%,169,0,0,152,11.8%,0.0%,0.0%,89.9%," $ 80,000.00 "," $ 103,214.00 "," $ 121,118.00 "," $ 75,707.00 ",127,0,0,225,10.3%,0.0%,0.0%,12.8%
1400000US48291701300,"Census Tract 7013, Liberty County, Texas",1518,89,211,1180,5.9%,13.9%,77.7%,2234,163,211,1808,7.3%,9.4%,80.9%,371,18.2%,294,0,0,283,14.4%,0.0%,0.0%,96.3%," $ 55,865.00 ", - ," $ 66,591.00 "," $ 53,393.00 ",167,0,58,211,11.1%,0.0%,19.5%,8.5%
1400000US48291701100,"Census Tract 7011, Liberty County, Texas",3591,188,395,2835,5.2%,11.0%,78.9%,4541,278,478,3531,6.1%,10.5%,77.8%,579,14.1%,361,14,0,301,8.8%,3.9%,0.0%,83.4%," $ 50,634.00 "," $ 54,333.00 "," $ 39,712.00 "," $ 51,747.00 ",434,0,167,425,12.1%,0.0%,22.9%,9.3%
1400000US48339691900,"Census Tract 6919, Montgomery County, Texas",4559,110,980,3314,2.4%,21.5%,72.7%,5194,164,1066,3786,3.2%,20.5%,72.9%,1957,43.3%,1628,30,163,1404,36.0%,1.8%,10.0%,86.2%," $ 90,595.00 ", - ," $ 75,911.00 "," $ 95,230.00 ",125,118,185,14,2.7%,49.8%,11.6%,0.3%
1400000US48339690300,"Census Tract 6903, Montgomery County, Texas",3199,177,1097,1648,5.5%,34.3%,51.5%,4015,200,1243,2227,5.0%,31.0%,55.5%,709,19.5%,587,69,67,448,16.1%,11.8%,11.4%,76.3%," $ 40,966.00 ", - ," $ 26,146.00 "," $ 48,274.00 ",702,29,605,440,21.9%,10.7%,28.1%,16.0%
1400000US48339693000,"Census Tract 6930, Montgomery County, Texas",6573,3,3178,3309,0.0%,48.3%,50.3%,7367,3,3222,3977,0.0%,43.7%,54.0%,741,12.0%,467,0,77,372,7.6%,0.0%,16.5%,79.7%," $ 46,479.00 ", - ," $ 24,683.00 "," $ 53,728.00 ",1363,3,1976,325,20.7%,100.0%,38.8%,6.0%
1400000US48339694600,"Census Tract 6946, Montgomery County, Texas",5017,275,671,4048,5.5%,13.4%,80.7%,6040,322,720,4921,5.3%,11.9%,81.5%,1635,30.4%,1243,36,38,1152,23.1%,2.9%,3.1%,92.7%," $ 76,083.00 "," $ 50,063.00 "," $ 43,405.00 "," $ 90,897.00 ",365,19,137,515,7.3%,5.7%,10.6%,8.0%
1400000US48339693500,"Census Tract 6935, Montgomery County, Texas",3939,155,1370,2333,3.9%,34.8%,59.2%,4660,177,1403,2999,3.8%,30.1%,64.4%,1167,27.7%,921,86,64,771,21.9%,9.3%,6.9%,83.7%," $ 50,450.00 ", - ," $ 46,866.00 "," $ 50,600.00 ",430,13,105,542,10.9%,7.6%,5.2%,15.9%
1400000US48339694500,"Census Tract 6945, Montgomery County, Texas",7144,134,744,6047,1.9%,10.4%,84.6%,8625,151,838,7390,1.8%,9.7%,85.7%,3684,46.1%,2916,34,233,2508,36.5%,1.2%,8.0%,86.0%," $ 124,117.00 ", - ," $ 112,625.00 "," $ 125,739.00 ",277,0,12,487,3.9%,0.0%,1.1%,4.7%
1400000US48339691500,"Census Tract 6915, Montgomery County, Texas",2931,586,428,1651,20.0%,14.6%,56.3%,3533,600,474,2145,17.0%,13.4%,60.7%,2152,64.3%,1956,302,275,1101,58.4%,15.4%,14.1%,56.3%," $ 61,603.00 ", - ," $ 50,043.00 "," $ 65,811.00 ",236,298,24,106,8.1%,38.7%,4.2%,4.1%
1400000US48339693400,"Census Tract 6934, Montgomery County, Texas",2657,531,1650,484,20.0%,62.1%,18.2%,2851,572,1678,609,20.1%,58.9%,21.4%,213,8.9%,128,76,1,50,5.4%,59.4%,0.8%,39.1%," $ 28,523.00 "," $ 25,985.00 "," $ 30,966.00 "," $ 21,917.00 ",734,298,613,203,27.6%,31.2%,25.8%,27.3%
1400000US48339693600,"Census Tract 6936, Montgomery County, Texas",2386,387,566,1309,16.2%,23.7%,54.9%,3261,435,601,2070,13.3%,18.4%,63.5%,1043,38.4%,937,87,109,667,34.5%,9.3%,11.6%,71.2%," $ 41,201.00 "," $ 41,324.00 "," $ 38,378.00 "," $ 42,829.00 ",406,65,261,259,17.1%,13.3%,30.4%,12.0%
1400000US48339692300,"Census Tract 6923, Montgomery County, Texas",12491,642,3765,7625,5.1%,30.1%,61.0%,14981,779,4145,9468,5.2%,27.7%,63.2%,5213,40.1%,4261,244,474,3271,32.8%,5.7%,11.1%,76.8%," $ 81,911.00 "," $ 69,449.00 "," $ 70,915.00 "," $ 99,623.00 ",424,0,85,625,3.4%,0.0%,1.3%,5.6%
1400000US48339693700,"Census Tract 6937, Montgomery County, Texas",7173,500,605,5654,7.0%,8.4%,78.8%,8807,551,623,7081,6.3%,7.1%,80.4%,3751,52.2%,3370,108,150,2936,46.9%,3.2%,4.5%,87.1%," $ 88,333.00 "," $ 46,962.00 "," $ 90,116.00 "," $ 98,555.00 ",385,12,97,498,5.4%,1.9%,8.4%,5.4%
1400000US48339693900,"Census Tract 6939, Montgomery County, Texas",8659,579,4779,3313,6.7%,55.2%,38.3%,9760,610,5152,3985,6.3%,52.8%,40.8%,1266,16.0%,807,177,202,503,10.2%,21.9%,25.0%,62.3%," $ 45,920.00 ", - ," $ 43,933.00 "," $ 49,500.00 ",840,204,956,469,11.4%,32.1%,14.7%,10.2%
1400000US48339690800,"Census Tract 6908, Montgomery County, Texas",2729,82,315,2110,3.0%,11.5%,77.3%,3180,82,340,2531,2.6%,10.7%,79.6%,2267,76.2%,1966,21,174,1672,66.1%,1.1%,8.9%,85.0%," $ 144,052.00 ", - ," $ 109,917.00 "," $ 153,083.00 ",30,0,0,45,1.1%,0.0%,0.0%,1.3%
1400000US48339692400,"Census Tract 6924, Montgomery County, Texas",6673,183,1493,4213,2.7%,22.4%,63.1%,7825,259,1696,5031,3.3%,21.7%,64.3%,2505,36.4%,1831,0,478,1190,26.6%,0.0%,26.1%,65.0%," $ 65,155.00 "," $ 64,500.00 "," $ 65,359.00 "," $ 64,464.00 ",422,8,293,691,6.3%,1.8%,12.1%,10.2%
1400000US48339693200,"Census Tract 6932, Montgomery County, Texas",4678,177,628,3781,3.8%,13.4%,80.8%,6261,198,769,5189,3.2%,12.3%,82.9%,2524,44.1%,2105,112,89,1868,36.8%,5.3%,4.2%,88.7%," $ 96,691.00 ", - ," $ 87,188.00 "," $ 96,879.00 ",214,0,194,200,4.6%,0.0%,16.4%,3.0%
